"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 25, 2020","16.22","15.91","16.46","15.72","6.32M","1.95%"
"Apr 24, 2020","15.91","16.02","16.34","15.70","7.75M","-0.63%"
"Apr 23, 2020","16.02","15.70","16.41","15.40","9.43M","2.03%"
"Apr 22, 2020","15.70","15.10","15.84","14.91","8.33M","3.94%"
"Apr 21, 2020","15.10","14.98","15.48","14.75","7.61M","0.92%"
"Apr 20, 2020","14.96","16.06","16.66","14.87","8.00M","-6.84%"
"Apr 19, 2020","16.06","16.62","16.70","15.86","7.23M","-3.36%"
"Apr 18, 2020","16.62","15.63","16.83","12.85","9.24M","6.33%"
"Apr 17, 2020","15.63","15.64","15.94","12.96","6.10M","0.00%"
"Apr 16, 2020","15.63","14.57","15.75","12.96","9.27M","7.26%"
"Apr 15, 2020","14.57","15.60","15.92","14.50","8.79M","-6.59%"
"Apr 14, 2020","15.60","15.04","15.96","14.78","9.84M","3.72%"
"Apr 13, 2020","15.04","14.28","15.10","13.65","8.99M","5.26%"
"Apr 12, 2020","14.29","13.81","14.83","13.65","9.12M","3.48%"
"Apr 11, 2020","13.81","13.72","14.12","13.54","7.74M","0.64%"
"Apr 10, 2020","13.72","15.01","15.07","13.49","8.57M","-8.61%"
"Apr 09, 2020","15.01","15.10","15.22","14.69","9.52M","-0.55%"
"Apr 08, 2020","15.09","14.74","15.36","14.56","8.18M","2.34%"
"Apr 07, 2020","14.75","15.21","15.50","14.26","9.53M","-2.89%"
"Apr 06, 2020","15.19","13.69","15.22","13.63","10.71M","10.97%"
"Apr 05, 2020","13.69","13.76","13.96","13.41","9.29M","-0.52%"
"Apr 04, 2020","13.76","13.36","14.01","13.18","9.73M","2.99%"
"Apr 03, 2020","13.36","13.03","13.58","12.91","9.59M","2.57%"
"Apr 02, 2020","13.02","12.72","13.67","12.54","10.32M","2.45%"
"Apr 01, 2020","12.71","12.55","12.74","11.98","8.57M","1.31%"
"Mar 31, 2020","12.55","12.16","12.72","12.10","9.56M","3.21%"
"Mar 30, 2020","12.16","11.30","12.40","11.26","8.22M","7.62%"
"Mar 29, 2020","11.30","12.20","12.29","11.30","5.36M","-7.25%"
"Mar 28, 2020","12.18","12.34","12.38","11.65","6.11M","-1.21%"
"Mar 27, 2020","12.33","13.21","13.37","12.24","6.38M","-6.64%"
"Mar 26, 2020","13.21","12.34","13.27","12.19","7.03M","7.02%"
"Mar 25, 2020","12.34","12.35","12.70","11.61","7.60M","0.00%"
"Mar 24, 2020","12.34","12.19","12.56","11.37","9.24M","1.24%"
"Mar 23, 2020","12.19","11.15","12.49","10.84","10.85M","9.24%"
"Mar 22, 2020","11.16","12.11","12.48","11.05","10.86M","-7.84%"
"Mar 21, 2020","12.11","11.94","12.45","11.31","12.14M","1.46%"
"Mar 20, 2020","11.94","12.30","13.66","10.50","14.04M","-2.95%"
"Mar 19, 2020","12.30","10.40","12.69","10.25","12.93M","18.24%"
"Mar 18, 2020","10.40","10.29","10.44","9.67","9.72M","1.12%"
"Mar 17, 2020","10.29","9.42","10.49","9.34","10.60M","9.15%"
"Mar 16, 2020","9.42","10.40","10.41","8.47","13.27M","-9.41%"
"Mar 15, 2020","10.40","10.13","11.09","9.98","12.62M","2.74%"
"Mar 14, 2020","10.13","10.96","11.28","9.91","11.21M","-7.64%"
"Mar 13, 2020","10.96","9.25","11.45","6.50","24.31M","18.54%"
"Mar 12, 2020","9.25","16.54","16.66","8.98","18.29M","-44.08%"
"Mar 11, 2020","16.54","16.84","17.14","15.43","6.00M","-1.78%"
"Mar 10, 2020","16.84","16.55","17.49","16.37","7.60M","1.74%"
"Mar 09, 2020","16.55","16.89","17.51","15.61","9.96M","-2.21%"
"Mar 08, 2020","16.93","20.24","20.27","16.74","8.06M","-16.38%"
"Mar 07, 2020","20.24","21.37","21.49","19.73","5.52M","-5.27%"
"Mar 06, 2020","21.37","20.76","21.76","20.67","7.11M","2.95%"
"Mar 05, 2020","20.76","19.96","21.49","19.94","7.03M","3.90%"
"Mar 04, 2020","19.98","19.71","20.25","19.52","5.96M","1.78%"
"Mar 03, 2020","19.63","19.94","20.35","19.27","6.65M","-1.53%"
"Mar 02, 2020","19.93","18.95","20.25","18.63","8.50M","5.52%"
"Mar 01, 2020","18.89","19.28","20.23","18.38","8.67M","-2.00%"
"Feb 29, 2020","19.28","19.00","20.36","18.67","15.68M","1.68%"
"Feb 28, 2020","18.96","19.20","19.73","17.90","11.36M","-1.29%"
"Feb 27, 2020","19.20","18.76","19.65","17.68","7.87M","2.39%"
"Feb 26, 2020","18.76","20.25","20.66","17.94","9.58M","-7.32%"
"Feb 25, 2020","20.24","22.14","22.19","20.10","6.53M","-8.61%"
"Feb 24, 2020","22.14","22.81","23.34","21.46","6.09M","-2.91%"
"Feb 23, 2020","22.81","22.10","23.13","21.90","7.43M","3.54%"
"Feb 22, 2020","22.03","22.18","22.35","21.50","5.69M","-0.59%"
"Feb 21, 2020","22.16","22.11","22.99","21.76","6.55M","0.23%"
"Feb 20, 2020","22.11","22.32","22.79","21.01","6.18M","-0.92%"
"Feb 19, 2020","22.31","24.04","24.36","22.07","5.86M","-7.18%"
"Feb 18, 2020","24.04","23.46","24.50","22.80","5.86M","2.51%"
"Feb 17, 2020","23.45","23.40","23.63","21.57","6.18M","0.22%"
"Feb 16, 2020","23.40","24.28","25.30","21.82","6.98M","-3.62%"
"Feb 15, 2020","24.28","26.32","26.50","23.55","6.71M","-7.77%"
"Feb 14, 2020","26.32","25.48","26.55","25.04","6.46M","3.09%"
"Feb 13, 2020","25.53","26.43","27.20","24.66","6.65M","-3.41%"
"Feb 12, 2020","26.43","25.68","26.95","25.33","7.07M","2.92%"
"Feb 11, 2020","25.68","25.14","25.77","24.15","9.66M","2.15%"
"Feb 10, 2020","25.14","24.27","25.72","23.30","12.23M","3.57%"
"Feb 09, 2020","24.28","21.76","24.34","21.02","9.15M","11.57%"
"Feb 08, 2020","21.76","22.03","22.16","20.91","7.00M","-1.21%"
"Feb 07, 2020","22.03","20.62","22.51","20.47","9.06M","6.83%"
"Feb 06, 2020","20.62","19.25","20.78","19.03","7.50M","7.11%"
"Feb 05, 2020","19.25","18.17","19.44","16.71","6.10M","5.94%"
"Feb 04, 2020","18.17","18.46","18.61","18.17","4.61M","-1.57%"
"Feb 03, 2020","18.46","18.41","18.84","18.19","4.90M","0.27%"
"Feb 02, 2020","18.41","18.24","18.75","17.86","5.58M","0.95%"
"Feb 01, 2020","18.24","18.22","18.58","18.04","5.52M","0.20%"
"Jan 31, 2020","18.20","18.53","18.83","17.82","5.40M","-1.79%"
"Jan 30, 2020","18.53","17.90","18.68","17.70","5.60M","3.54%"
"Jan 29, 2020","17.90","18.03","18.41","17.82","4.77M","-0.51%"
"Jan 28, 2020","17.99","17.64","18.13","17.46","6.03M","2.01%"
"Jan 27, 2020","17.64","17.46","17.86","17.21","5.11M","1.05%"
"Jan 26, 2020","17.46","16.96","17.52","16.82","5.91M","2.94%"
"Jan 25, 2020","16.96","17.07","17.11","16.61","4.87M","-0.55%"
"Jan 24, 2020","17.05","17.03","17.43","16.44","4.71M","0.07%"
"Jan 23, 2020","17.04","17.79","17.83","16.75","5.15M","-4.26%"
"Jan 22, 2020","17.80","18.08","18.71","17.56","5.18M","-1.61%"
"Jan 21, 2020","18.09","17.31","18.19","17.21","6.57M","4.50%"
"Jan 20, 2020","17.31","17.36","17.56","16.81","5.62M","-0.32%"
"Jan 19, 2020","17.36","17.81","18.45","16.73","6.20M","-2.50%"
"Jan 18, 2020","17.81","18.08","18.35","17.45","5.40M","-1.46%"
"Jan 17, 2020","18.07","17.04","18.43","17.03","7.33M","6.04%"
"Jan 16, 2020","17.04","17.62","17.70","16.35","5.68M","-3.28%"
"Jan 15, 2020","17.62","16.65","18.14","16.14","8.41M","5.80%"
"Jan 14, 2020","16.65","15.18","16.89","15.17","7.28M","9.77%"
"Jan 13, 2020","15.17","15.34","15.36","14.93","5.71M","-1.05%"
"Jan 12, 2020","15.33","14.94","15.46","14.82","5.92M","2.58%"
"Jan 11, 2020","14.94","15.06","15.34","14.75","4.80M","-0.79%"
"Jan 10, 2020","15.06","14.40","15.10","13.76","4.96M","4.64%"
"Jan 09, 2020","14.40","14.54","14.62","14.23","3.91M","-0.98%"
"Jan 08, 2020","14.54","15.03","15.32","14.23","4.56M","-3.22%"
"Jan 07, 2020","15.02","14.96","15.17","14.48","4.88M","0.44%"
"Jan 06, 2020","14.96","14.08","15.01","14.04","5.53M","6.31%"
"Jan 05, 2020","14.07","13.85","14.37","13.83","5.18M","1.58%"
"Jan 04, 2020","13.85","13.65","13.89","13.53","4.88M","1.49%"
"Jan 03, 2020","13.65","13.02","13.98","13.01","4.84M","4.72%"
