"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2019","129.21","131.87","133.53","128.27","12.89M","-1.99%"
"Dec 30, 2019","131.83","134.40","136.16","130.91","12.47M","-1.91%"
"Dec 29, 2019","134.40","128.35","137.74","127.67","15.69M","4.71%"
"Dec 28, 2019","128.35","126.40","129.73","125.98","12.13M","1.54%"
"Dec 27, 2019","126.41","125.92","127.04","123.18","12.25M","0.38%"
"Dec 26, 2019","125.93","125.24","132.12","124.53","15.55M","0.55%"
"Dec 25, 2019","125.24","128.05","128.17","124.18","13.23M","-2.20%"
"Dec 24, 2019","128.05","128.07","129.77","127.07","11.44M","-0.02%"
"Dec 23, 2019","128.08","132.20","134.92","126.55","14.73M","-3.11%"
"Dec 22, 2019","132.19","127.61","133.04","127.09","13.67M","3.59%"
"Dec 21, 2019","127.61","128.69","128.79","126.85","9.64M","-0.85%"
"Dec 20, 2019","128.70","128.42","129.66","126.31","12.29M","0.22%"
"Dec 19, 2019","128.42","132.93","133.90","126.12","14.22M","-3.39%"
"Dec 18, 2019","132.92","122.06","133.93","117.14","20.23M","8.89%"
"Dec 17, 2019","122.06","132.78","132.96","120.63","17.04M","-8.07%"
"Dec 16, 2019","132.78","142.55","142.75","131.00","17.60M","-6.84%"
"Dec 15, 2019","142.53","142.03","143.87","140.30","11.31M","0.35%"
"Dec 14, 2019","142.03","144.95","145.17","141.40","11.15M","-2.02%"
"Dec 13, 2019","144.96","145.04","145.43","143.51","10.95M","-0.05%"
"Dec 12, 2019","145.03","143.51","145.82","140.00","12.23M","1.06%"
"Dec 11, 2019","143.51","145.88","146.57","142.53","10.93M","-1.61%"
"Dec 10, 2019","145.86","147.88","148.48","144.49","11.12M","-1.37%"
"Dec 09, 2019","147.88","151.17","151.75","147.02","9.67M","-2.18%"
"Dec 08, 2019","151.17","148.25","152.22","147.09","9.28M","1.95%"
"Dec 07, 2019","148.28","148.88","149.76","147.54","8.11M","-0.41%"
"Dec 06, 2019","148.89","148.70","149.36","147.01","8.77M","0.13%"
"Dec 05, 2019","148.69","145.79","149.08","144.64","9.99M","1.99%"
"Dec 04, 2019","145.79","147.81","151.02","143.95","12.85M","-1.37%"
"Dec 03, 2019","147.82","148.89","149.84","146.56","8.73M","-0.72%"
"Dec 02, 2019","148.89","151.06","151.63","147.49","9.18M","-1.43%"
"Dec 01, 2019","151.04","151.93","152.33","146.26","9.91M","-0.60%"
"Nov 30, 2019","151.95","154.57","155.19","150.45","8.79M","-1.68%"
"Nov 29, 2019","154.55","151.07","157.27","150.64","10.49M","2.30%"
"Nov 28, 2019","151.07","152.71","154.68","149.71","9.66M","-1.07%"
"Nov 27, 2019","152.70","147.60","155.43","141.91","13.34M","3.44%"
"Nov 26, 2019","147.61","145.88","149.81","144.04","10.84M","1.17%"
"Nov 25, 2019","145.90","140.58","151.26","131.78","17.98M","3.72%"
"Nov 24, 2019","140.66","152.46","153.24","139.79","11.39M","-7.74%"
"Nov 23, 2019","152.46","149.79","154.25","146.60","11.84M","1.77%"
"Nov 22, 2019","149.80","161.46","163.06","139.13","21.12M","-7.22%"
"Nov 21, 2019","161.46","174.96","175.91","158.55","13.36M","-7.71%"
"Nov 20, 2019","174.96","176.09","177.42","173.99","8.39M","-0.64%"
"Nov 19, 2019","176.09","178.49","178.70","173.48","9.11M","-1.35%"
"Nov 18, 2019","178.50","184.19","184.33","176.08","9.57M","-3.09%"
"Nov 17, 2019","184.18","182.39","185.97","180.49","8.57M","0.97%"
"Nov 16, 2019","182.42","180.19","183.46","179.53","7.62M","1.24%"
"Nov 15, 2019","180.19","185.24","186.10","178.29","11.86M","-2.73%"
"Nov 14, 2019","185.25","188.36","188.91","183.96","9.57M","-1.65%"
"Nov 13, 2019","188.36","187.00","189.45","185.70","7.77M","0.73%"
"Nov 12, 2019","186.99","185.09","187.44","183.24","9.35M","1.03%"
"Nov 11, 2019","185.09","188.98","190.17","184.32","10.26M","-2.06%"
"Nov 10, 2019","188.99","184.96","191.28","183.55","10.95M","2.18%"
"Nov 09, 2019","184.96","184.02","185.73","182.86","8.31M","0.50%"
"Nov 08, 2019","184.03","186.95","188.35","181.83","11.71M","-1.56%"
"Nov 07, 2019","186.94","191.28","192.27","185.48","11.49M","-2.27%"
"Nov 06, 2019","191.28","188.66","194.11","188.13","11.72M","1.38%"
"Nov 05, 2019","188.67","185.86","191.45","183.12","11.78M","1.51%"
"Nov 04, 2019","185.85","181.72","188.27","180.69","11.89M","2.29%"
"Nov 03, 2019","181.70","183.01","184.51","179.46","10.41M","-0.72%"
"Nov 02, 2019","183.01","183.12","185.18","181.94","8.71M","-0.06%"
"Nov 01, 2019","183.12","182.38","184.28","178.69","10.78M","0.41%"
"Oct 31, 2019","182.37","183.25","185.21","178.24","12.94M","-0.48%"
"Oct 30, 2019","183.25","190.44","191.58","180.58","13.67M","-3.78%"
"Oct 29, 2019","190.45","181.67","192.28","181.67","14.03M","4.83%"
"Oct 28, 2019","181.67","184.06","188.91","180.70","12.75M","-1.29%"
"Oct 27, 2019","184.05","179.61","188.33","176.47","14.54M","2.46%"
"Oct 26, 2019","179.62","181.50","192.54","174.35","19.63M","-1.03%"
"Oct 25, 2019","181.49","160.73","186.24","160.41","16.19M","12.92%"
"Oct 24, 2019","160.73","162.26","163.68","159.40","11.36M","-0.95%"
"Oct 23, 2019","162.28","171.44","171.61","154.42","16.00M","-5.34%"
"Oct 22, 2019","171.42","174.17","175.08","170.82","9.86M","-1.58%"
"Oct 21, 2019","174.18","175.14","177.67","171.91","9.24M","-0.55%"
"Oct 20, 2019","175.14","171.93","176.17","169.56","10.10M","1.88%"
"Oct 19, 2019","171.91","172.79","174.81","170.38","9.89M","-0.52%"
"Oct 18, 2019","172.81","177.31","177.47","169.28","11.27M","-2.54%"
"Oct 17, 2019","177.31","174.52","178.33","172.12","9.45M","1.59%"
"Oct 16, 2019","174.53","180.57","181.08","172.49","12.28M","-3.36%"
"Oct 15, 2019","180.59","186.64","187.67","178.26","11.45M","-3.23%"
"Oct 14, 2019","186.63","181.07","186.99","180.65","9.91M","3.05%"
"Oct 13, 2019","181.11","179.86","184.42","178.89","8.22M","0.69%"
"Oct 12, 2019","179.87","180.60","184.49","178.78","9.85M","-0.40%"
"Oct 11, 2019","180.60","191.11","195.87","179.76","13.31M","-5.49%"
"Oct 10, 2019","191.10","192.65","194.08","187.33","10.42M","-0.80%"
"Oct 09, 2019","192.64","180.74","195.08","179.39","12.43M","6.56%"
"Oct 08, 2019","180.78","179.81","184.57","177.74","10.26M","0.51%"
"Oct 07, 2019","179.87","170.52","182.03","169.13","10.95M","5.46%"
"Oct 06, 2019","170.55","176.44","176.87","168.74","7.97M","-3.33%"
"Oct 05, 2019","176.43","175.65","176.63","172.39","7.30M","0.44%"
"Oct 04, 2019","175.65","174.58","178.43","171.33","8.44M","0.64%"
"Oct 03, 2019","174.54","180.26","180.57","170.65","8.89M","-3.18%"
"Oct 02, 2019","180.27","175.78","180.84","173.97","8.47M","2.56%"
"Oct 01, 2019","175.78","180.36","184.95","174.03","11.88M","-2.54%"
"Sep 30, 2019","180.35","169.28","180.52","165.59","11.93M","6.53%"
"Sep 29, 2019","169.29","173.62","174.43","164.97","9.90M","-2.49%"
"Sep 28, 2019","173.62","173.19","175.15","168.56","10.22M","0.25%"
"Sep 27, 2019","173.19","164.58","175.65","161.32","10.94M","5.24%"
"Sep 26, 2019","164.56","168.93","169.81","153.17","11.97M","-2.58%"
"Sep 25, 2019","168.92","166.29","174.26","162.12","13.88M","1.58%"
"Sep 24, 2019","166.29","201.22","202.97","164.78","19.02M","-17.34%"
"Sep 23, 2019","201.18","211.16","211.76","199.82","9.65M","-4.71%"
"Sep 22, 2019","211.13","215.23","215.64","206.71","9.72M","-1.90%"
"Sep 21, 2019","215.22","218.01","221.17","213.71","8.69M","-1.28%"
"Sep 20, 2019","218.00","220.22","221.27","213.12","9.10M","-1.00%"
"Sep 19, 2019","220.21","210.44","223.35","202.95","12.42M","4.65%"
