Date	Price	Open	High	Low	Vol.	Change %
31-Dec-20	0.004666	0.004626	0.004756	0.004522	3.05B	0.84%
30-Dec-20	0.004627	0.004488	0.004718	0.004439	3.43B	3.11%
29-Dec-20	0.004488	0.004594	0.004622	0.004255	3.42B	-2.32%
28-Dec-20	0.004594	0.004549	0.004732	0.004509	3.59B	1.02%
27-Dec-20	0.004548	0.004511	0.004818	0.004399	5.62B	0.89%
26-Dec-20	0.004508	0.004558	0.004659	0.004412	5.18B	-1.21%
25-Dec-20	0.004563	0.004573	0.004638	0.004384	5.34B	-0.22%
24-Dec-20	0.004573	0.003764	0.004594	0.003673	6.35B	21.40%
23-Dec-20	0.003767	0.004515	0.004766	0.003604	8.03B	-16.55%
22-Dec-20	0.004514	0.004777	0.004866	0.004339	8.85B	-5.42%
21-Dec-20	0.004773	0.004645	0.005463	0.004339	32.48B	2.86%
20-Dec-20	0.004641	0.003919	0.004721	0.003815	23.48B	18.23%
19-Dec-20	0.003925	0.003862	0.004025	0.003799	4.57B	1.62%
18-Dec-20	0.003863	0.003723	0.003985	0.003606	4.75B	3.75%
17-Dec-20	0.003723	0.003419	0.004127	0.003397	9.51B	8.75%
16-Dec-20	0.003423	0.003203	0.003439	0.003174	1.81B	6.83%
15-Dec-20	0.003204	0.003226	0.003262	0.003169	1.11B	-0.62%
14-Dec-20	0.003224	0.003259	0.003285	0.003192	1.16B	-1.06%
13-Dec-20	0.003259	0.003164	0.003278	0.003149	1.15B	2.99%
12-Dec-20	0.003164	0.003076	0.00319	0.003072	1.10B	2.91%
11-Dec-20	0.003075	0.003109	0.003114	0.003001	996.31M	-1.09%
10-Dec-20	0.003109	0.003158	0.003171	0.003058	780.04M	-1.55%
9-Dec-20	0.003158	0.003176	0.003191	0.003006	1.28B	-0.57%
8-Dec-20	0.003176	0.003333	0.003368	0.003115	1.43B	-4.78%
7-Dec-20	0.003335	0.003388	0.003407	0.003309	1.04B	-1.56%
6-Dec-20	0.003388	0.003391	0.003447	0.003348	1.05B	-0.09%
5-Dec-20	0.003391	0.003285	0.003411	0.003255	1.12B	3.31%
4-Dec-20	0.003282	0.003433	0.003449	0.003272	1.65B	-4.40%
3-Dec-20	0.003433	0.003369	0.003522	0.003343	1.73B	1.91%
2-Dec-20	0.003369	0.003327	0.003457	0.003274	1.80B	1.47%
1-Dec-20	0.00332	0.003559	0.003585	0.003261	2.97B	-6.52%
30-Nov-20	0.003551	0.00344	0.003592	0.003408	2.45B	3.25%
29-Nov-20	0.00344	0.003393	0.003532	0.003345	1.61B	1.41%
28-Nov-20	0.003392	0.00327	0.003482	0.003236	2.14B	3.72%
27-Nov-20	0.00327	0.003251	0.003359	0.003089	2.94B	0.79%
26-Nov-20	0.003245	0.003716	0.003793	0.002945	7.72B	-12.69%
25-Nov-20	0.003716	0.004232	0.004287	0.003598	7.73B	-12.34%
24-Nov-20	0.00424	0.003682	0.004263	0.003551	13.30B	15.07%
23-Nov-20	0.003684	0.00334	0.003686	0.003231	5.15B	10.30%
22-Nov-20	0.00334	0.00351	0.003673	0.003159	5.99B	-4.84%
21-Nov-20	0.00351	0.002987	0.003587	0.002983	9.10B	17.54%
20-Nov-20	0.002986	0.002906	0.003023	0.002904	2.78B	2.79%
19-Nov-20	0.002905	0.002908	0.002963	0.002856	1.90B	0.06%
18-Nov-20	0.002904	0.002935	0.003017	0.002817	2.87B	-1.05%
17-Nov-20	0.002935	0.002879	0.002991	0.002874	3.21B	1.93%
16-Nov-20	0.002879	0.002773	0.003024	0.002745	3.97B	3.84%
15-Nov-20	0.002773	0.002766	0.00282	0.002732	1.32B	0.14%
14-Nov-20	0.002769	0.002811	0.002819	0.002708	1.88B	-1.49%
13-Nov-20	0.002811	0.002774	0.002855	0.002761	1.58B	1.36%
12-Nov-20	0.002773	0.002757	0.002797	0.002725	1.15B	0.57%
11-Nov-20	0.002757	0.00276	0.002863	0.00274	1.99B	-0.09%
10-Nov-20	0.00276	0.002671	0.002881	0.002632	2.52B	3.25%
9-Nov-20	0.002673	0.002707	0.002786	0.002651	1.48B	-1.26%
8-Nov-20	0.002707	0.00267	0.002745	0.002645	923.76M	1.40%
7-Nov-20	0.00267	0.002757	0.002828	0.0026	2.24B	-3.16%
6-Nov-20	0.002757	0.002639	0.002815	0.002625	2.80B	4.46%
5-Nov-20	0.002639	0.002546	0.002666	0.002546	1.29B	3.64%
4-Nov-20	0.002546	0.002517	0.00256	0.002484	1.26B	1.17%
3-Nov-20	0.002517	0.002513	0.002529	0.002453	1.33B	0.10%
