"","Date","AssetID","Price","Open","High","Low","Vol.","Change.."
"1",2018-12-31 05:30:00,"btc",3830.5,3976.7,3986.9,3779.5,15790,-0.0372
"2",2018-12-30 05:30:00,"btc",3978.3,3893.8,4003,3845.2,17730,0.0235
"3",2018-12-29 05:30:00,"btc",3887,4033.9,4099.7,3864.6,18700,-0.0371
"4",2018-12-28 05:30:00,"btc",4036.7,3712,4094.9,3696.3,26920,0.0867
"5",2018-12-27 05:30:00,"btc",3714.7,3930,3954.9,3688,23610,-0.0547
"6",2018-12-26 05:30:00,"btc",3929.8,3909.7,3990,3812.1,19130,0.0051
"7",2018-12-25 05:30:00,"btc",3909.7,4140.7,4152.1,3815.5,33730,-0.0568
"8",2018-12-24 05:30:00,"btc",4145.2,4071.7,4384,4069,38000,0.0171
"9",2018-12-23 05:30:00,"btc",4075.7,4135,4210,4036.8,24470,-0.0143
"10",2018-12-22 05:30:00,"btc",4135,3975.9,4147.3,3919.5,19510,0.04
"11",2018-12-21 05:30:00,"btc",3976.1,4214.6,4283,3913.3,43520,-0.0566
"12",2018-12-20 05:30:00,"btc",4214.5,3810,4275.7,3788.6,65870,0.1062
"13",2018-12-19 05:30:00,"btc",3810,3780.1,4041.1,3758,55260,0.0079
"14",2018-12-18 05:30:00,"btc",3780.1,3625,3780.9,3551,29430,0.0428
"15",2018-12-17 05:30:00,"btc",3625.1,3299.9,3711.5,3285.5,35720,0.0985
"16",2018-12-16 05:30:00,"btc",3299.9,3282.2,3380.3,3278,19100,0.0045
"17",2018-12-15 05:30:00,"btc",3285.1,3281.6,3323.8,3216.1,17890,7e-04
"18",2018-12-14 05:30:00,"btc",3282.8,3354.4,3390.8,3226.4,28560,-0.0213
"19",2018-12-13 05:30:00,"btc",3354.4,3535.6,3539.1,3322.2,22240,-0.0513
"20",2018-12-12 05:30:00,"btc",3535.6,3435.3,3611.2,3415.1,20930,0.0292
"21",2018-12-11 05:30:00,"btc",3435.3,3523.5,3549.6,3384,24050,-0.0254
"22",2018-12-10 05:30:00,"btc",3524.9,3642.1,3697.9,3475.8,22600,-0.0315
"23",2018-12-09 05:30:00,"btc",3639.6,3506,3766.6,3469.7,25080,0.0381
"24",2018-12-08 05:30:00,"btc",3506,3460,3784.8,3316.2,39080,0.0133
"25",2018-12-07 05:30:00,"btc",3460,3528.6,3624.8,3278.4,74080,-0.0202
"26",2018-12-06 05:30:00,"btc",3531.3,3770.5,3908,3506,58220,-0.0621
"27",2018-12-05 05:30:00,"btc",3765.3,3982.2,4000.1,3751.1,28430,-0.0544
"28",2018-12-04 05:30:00,"btc",3981.9,3903.8,4131.1,3793.1,33690,0.0207
"29",2018-12-03 05:30:00,"btc",3901.2,4172.9,4178.5,3836.2,36860,-0.0621
"30",2018-12-02 05:30:00,"btc",4159.7,4241.4,4353.2,4127.2,24400,-0.0196
"31",2018-12-01 05:30:00,"btc",4243,4043.6,4339,3978.8,27500,0.0507
"32",2018-11-30 05:30:00,"btc",4038.3,4323.3,4357.4,3966.2,42380,-0.0637
"33",2018-11-29 05:30:00,"btc",4312.9,4331.4,4472,4180.6,41100,0.0015
"34",2018-11-28 05:30:00,"btc",4306.3,3902.3,4439.6,3889.9,65260,0.1086
"35",2018-11-27 05:30:00,"btc",3884.4,3850.1,3941.6,3713.2,46270,0.0068
"36",2018-11-26 05:30:00,"btc",3858,4111.3,4196.4,3708.1,64080,-0.0562
"37",2018-11-25 05:30:00,"btc",4087.8,3934.9,4211.3,3663,82180,0.0402
"38",2018-11-24 05:30:00,"btc",3929.8,4422.8,4515.2,3834.7,50980,-0.1114
"39",2018-11-23 05:30:00,"btc",4422.7,4370.8,4482,4251,36090,0.0069
"40",2018-11-22 05:30:00,"btc",4392.4,4672.1,4716.8,4388.5,27950,-0.0588
"41",2018-11-21 05:30:00,"btc",4666.6,4572.8,4773.4,4429.9,44380,0.0145
"42",2018-11-20 05:30:00,"btc",4600.1,4944.9,5048,4318.1,117220,-0.0684
"43",2018-11-19 05:30:00,"btc",4938.1,5650.3,5650.3,4890.9,74150,-0.1275
"44",2018-11-18 05:30:00,"btc",5659.4,5637.2,5716,5621,9550,0.0058
"45",2018-11-17 05:30:00,"btc",5626.7,5655.7,5659.2,5573.6,7980,-0.006
"46",2018-11-16 05:30:00,"btc",5660.5,5731.9,5756.8,5555,18430,-0.0161
"47",2018-11-15 05:30:00,"btc",5753.4,5922.3,5929.2,5441.5,49910,-0.0223
"48",2018-11-14 05:30:00,"btc",5884.6,6458.9,6485,5705,69200,-0.0897
"49",2018-11-13 05:30:00,"btc",6464.4,6447,6497.5,6403.5,10120,0.0027
"50",2018-11-12 05:30:00,"btc",6446.9,6481,6481,6418.8,7300,-5e-04
"51",2018-11-11 05:30:00,"btc",6450,6431,6459.9,6364,7340,0.0029
"52",2018-11-10 05:30:00,"btc",6431.1,6414.5,6461.7,6414.5,3250,0.0017
"53",2018-11-09 05:30:00,"btc",6420.2,6479.5,6502.9,6392.6,10450,-0.0092
"54",2018-11-08 05:30:00,"btc",6479.6,6573,6585,6477,11580,-0.0142
"55",2018-11-07 05:30:00,"btc",6572.7,6519,6607.1,6512.2,10720,0.0088
"56",2018-11-06 05:30:00,"btc",6515.2,6475,6515.3,6447.8,7250,0.007
"57",2018-11-05 05:30:00,"btc",6470.1,6495.2,6495.2,6439.4,4810,-0.0023
"58",2018-11-04 05:30:00,"btc",6485.2,6389.2,6509.4,6360.1,8960,0.0152
